title,overview,poster_path,Director,Actors_1,Actors_2,Actors_3,genre_principal,genre_1,genre_2,genre_3,Year,runtime,vote_average,Tous genres
Le Jour le plus long,"1944. Les Alliés se préparent pour la grande offensive qu'ils ont prévue en Normandie et qui devrait définitivement débarrasser l'Europe du fléau nazi. Chaque état-major est en effervescence. Le général Eisenhower hésite quant à la date fixée, le 6 juin, en raison du mauvais temps. L'atterrissage des troupes aéroportées et le débarquement sur cinq plages normandes s'annoncent difficiles. Il faut créer des diversions pour semer la confusion chez l'ennemi. Pendant ce temps, la plus grande tranquillité règne dans le camp allemand. Le maréchal Rommel est même reparti en Allemagne. Puis soudain, la radio laisse tomber la seconde partie du vers de Verlaine qui annonce le début de l'opération.",/fGLdpbIpvBVcOA1CenU8mImnLPq.jpg,"Ken Annakin, Andrew Marton, Gerd Oswald",John Wayne,Robert Ryan,Richard Burton,Guerre,Guerre,Action,Drame,1962,182.0,7.6,"['Guerre', 'Action', 'Drame']"
Les Petits Champions,"Arrêté au volant de son automobile en état d'ivresse, Gordon Bombay,  jeune avocat prétentieux, est condamné à un travail d’intérêt public : entrainer a Minneapolis l’équipe de minimes de hockey sur glace.",/nRZb8bALc4SEtVeS4p8fBLyv09j.jpg,Stephen Herek,Emilio Estevez,Joss Ackland,Lane Smith,Comédie,Comédie,Familial,Drame,1992,104.0,6.576,"['Comédie', 'Familial', 'Drame']"
The Grudge,"Dans ce qui paraît être une paisible maison de Tokyo se cache l'un des fléaux les plus épouvantables qui soient. Quiconque franchit le seuil de la demeure est aussitôt frappé par une malédiction qui ne tardera pas à le tuer dans un sentiment d'indicible rage.Alors que le nombre de victimes augmente, une jeune Américaine, Karen, se trouve brutalement confrontée à l'horreur de cette réalité. Pour elle, il n'est désormais plus temps d'ignorer ou de fuir, il faut comprendre pour avoir une chance de survivre...",/a5Bj0Zjd8jnc8v3opq4kx7mdRgL.jpg,Takashi Shimizu,Sarah Michelle Gellar,Jason Behr,Clea DuVall,Horreur,Horreur,Mystère,Thriller,2004,91.0,5.925,"['Horreur', 'Mystère', 'Thriller']"
Terminagolf,"Happy rêve de devenir un hockeyeur professionnel jusqu'au jour où il s'aperçoit qu'un coup de sa batte peut se transformer en un tir de 400 mètres avec un club de golf. Sa grand-mère ayant perdu sa maison à cause du fisc, Happy décide de la reprendre en participant aux tournois professionnels de golf, imposant son tempérament fougueux et ses pitreries sur le terrains aux pelouses bien tondues. Bientôt, Happy devient une véritable attraction médiatique, les foules et les caméras de télévision le suivent partout. Mais le rival revanchard de Happy veut, lui aussi, être une superstar du golf, ce qui donne lieu à une confrontation plutôt musclée et hilarante sur le green.",/oPKxTvJI5HZgH7Gt3Yf0iJ04kJZ.jpg,Dennis Dugan,Adam Sandler,Christopher McDonald,Julie Bowen,Comédie,Comédie,Aucun genre,Aucun genre,1996,88.0,6.674,"['Comédie', 'Aucun genre', 'Aucun genre']"
Jeepers Creepers : Le Chant du diable,"Les vacances d'été sont enfin arrivées et, comme chaque année, Trish et Darry, deux étudiants, frère et sœur, prennent la route pour rendre visite à leurs parents. Sur le chemin, un routier agressif emboutit l'arrière de leur voiture sans raison apparente. Quelques kilomètres plus loin, Trish et Darry revoient le même camion, à côté d'une église abandonnée. Ils aperçoivent le conducteur, entièrement vêtu de loques, qui jette un corps dans une canalisation. Malgré les protestations de Trish, Darry veut en avoir le cœur net. Dès que la voie est libre, il va voir et s'engage dans le conduit. Il va y faire une découverte terrifiante.",/g8bTqu3hxzab00C7BVtwGWBs03N.jpg,Victor Salva,Gina Philips,Justin Long,Jonathan Breck,Horreur,Horreur,Aucun genre,Aucun genre,2001,91.0,6.472,"['Horreur', 'Aucun genre', 'Aucun genre']"
L'Excellente Aventure de Bill et Ted,"Bill et Ted, 17 ans et inséparables, sont les cancres du collège. Avec l'aide de Rufus, ils vont mettre au point une machine pour voyager à travers le temps. Ils rencontreront des célébrités de toutes les époques qui les aideront à réussir brillamment leur examen final, malgré quelques embûches…",/l4lKNEahuKS2bLKMRfXdHEl4VjX.jpg,Stephen Herek,Keanu Reeves,Alex Winter,George Carlin,Aventure,Aventure,Comédie,Science-Fiction,1989,90.0,6.853,"['Aventure', 'Comédie', 'Science-Fiction']"
Oliver !,"Le jeune Oliver Twist s'enfuit de l'orphelinat ou il est maltraite. Son aventure lui fait connaitre des personnages hors du commun, comme l'Esquiveur, un jeune garnement qui vole pour le compte du sinistre Fagin. Grace a l'appui de Nancy, la fiancee de Sikes, et a la mansuetude d'un aristocrate, M. Brownlow, Oliver pourra enfin connaitre une vraie vie de famille.",/v0CLaREIM0pAVbi68g6JaseH5PN.jpg,Carol Reed,Mark Lester,Ron Moody,Shani Wallis,Drame,Drame,Familial,Aucun genre,1968,153.0,7.029,"['Drame', 'Familial', 'Aucun genre']"
Indian Palace,"Plusieurs retraités britanniques coupent toutes leurs attaches et partent s'établir en Inde, dans ce qu'ils croient être un palace au meilleur prix. Bien moins luxueux que la publicité ne le laissait entendre, cet hôtel délabré au charme indéfinissable va bouleverser leurs vies de façon inattendue.",/giU5j3BucFNiBNHS5ValWR45AeQ.jpg,John Madden,Judi Dench,Bill Nighy,Maggie Smith,Drame,Drame,Comédie,Aucun genre,2011,125.0,6.954,"['Drame', 'Comédie', 'Aucun genre']"
La cour de récré : Vive les vacances !,"L'année scolaire est enfin terminée et T.J. Detweiler a hâte d'être en vacances. Mais il découvre que le Dr Benedict, un ancien directeur fou, veut utiliser un laser pour altérer la météo, créer un hiver éternel et éliminer les vacances. Face à la menace de l'école à l'année, la bande se trouve des alliés inattendus, Mlle Finster et le directeur Prickly, dans une folle aventure pour sauver l'été.",/xo1ZEF4rBkMNZo0JJZB9UzYFouf.jpg,Chuck Sheetz,Andrew Lawrence,Rickey D'Shon Collins,Jason Davis,Familial,Familial,Animation,Comédie,2001,82.0,6.576,"['Familial', 'Animation', 'Comédie']"
Mad Max :  Au-delà du dôme du tonnerre,"Max, de retour, s'est fait dépouiller de son maigre bien. Suivant le voleur, il arrive à la Ville du Troc, où règne Entity. Celle-ci l'engage pour qu'il la débarrasse de Master et Blaster, rois du Monde souterrain. N'ayant voulu tuer Blaster, Max est abandonné en plein désert, d'où il ressurgit à la tête d'une troupe d'enfants pour faire exploser la Ville du Troc.",/fHo2AJ9brsXKWbYJ2LA087UDBwZ.jpg,"George Miller, George Ogilvie",Mel Gibson,Tina Turner,Bruce Spence,Action,Action,Aventure,Science-Fiction,1985,107.0,6.221,"['Action', 'Aventure', 'Science-Fiction']"
Commando,"Après avoir mené de nombreuses missions périlleuses, le colonel John Matrix, un ancien combattant d’élite, coule des jours heureux avec sa fille Jenny, âgée de 12 ans. Mais le général Arius, dictateur déchu, fait kidnapper celle‐ci et charge Matrix d’assassiner l’actuel Président du Val Verde. Ce qui n’est pas dans les plans de notre héros…",/rj6gQJf3munMckb05u4OTMe7Ha6.jpg,Mark L. Lester,Arnold Schwarzenegger,Rae Dawn Chong,Dan Hedaya,Action,Action,Aventure,Thriller,1985,88.0,6.7,"['Action', 'Aventure', 'Thriller']"
The Boy,"Pour essayer d’échapper à son passé, Greta, une jeune Américaine, se fait engager comme assistante maternelle en Angleterre, dans une maison perdue en pleine campagne. À son arrivée, elle découvre qu’elle a été embauchée non pas pour s’occuper d’un petit garçon de 8 ans en chair et en os, mais d’une poupée de porcelaine grandeur nature. Seule dans la maison, loin de tout, Greta assiste à des événements tous plus étranges les uns que les autres. La poupée serait-elle vivante ? Il se trouve que Greta n’a pas seulement été engagée, elle a été choisie…",/qcL9cF0SpsXg7ioy6gbETEC6RCr.jpg,William Brent Bell,Lauren Cohan,Rupert Evans,James Russell,Horreur,Horreur,Mystère,Thriller,2016,97.0,5.973,"['Horreur', 'Mystère', 'Thriller']"
Devil,Un groupe de personnes coincé dans un ascenseur réalise que le Diable se trouve juste en dessous d'eux...,/inf3mp1sNFH5WYJJw3Mlc4eUTNw.jpg,John Erick Dowdle,Chris Messina,Logan Marshall-Green,Jenny O'Hara,Horreur,Horreur,Mystère,Thriller,2010,80.0,6.103,"['Horreur', 'Mystère', 'Thriller']"
Friday After Next,"Craig Jones et son cousin Day-Day ont finalement quitté leurs maisons familiales et habitent désormais leur propre domicile. Ils travaillent maintenant comme agents de sécurité dans une entreprise locale. Pendant le réveillon de Nöel, leur maison est cambriolée...",/sxHFGPKLWj9e3aaA6wGVxghoiPE.jpg,Marcus Raboy,Ice Cube,Mike Epps,John Witherspoon,Comédie,Comédie,Drame,Aucun genre,2002,85.0,6.363,"['Comédie', 'Drame', 'Aucun genre']"
Insidious : Chapitre 3,"Parce qu'elle a l'impression que sa mère défunte cherche à entrer en contact avec elle, la jeune Quinn Brenner se tourne vers Elise, un médium qui possède un véritable don mais refuse de l'utiliser depuis la tragédie qu'elle a vécue autrefois. Lorsque Quinn est attaquée par une entité malveillante, Sean, le père de la jeune fille, supplie Elise de les aider. Secondée par deux parapsychologues, Tucker et Specs, Elise accepte alors de tenter d'entrer en contact avec les morts. Forcée de s'aventurer dans les tréfonds de l'au-delà pour protéger Quinn, Elise va affronter le pire ennemi qu'elle ait jamais rencontré : un démon dévoreur d'âmes…",/rkanPmOWSTztjXY2JTvPSuNuB5o.jpg,Leigh Whannell,Dermot Mulroney,Stefanie Scott,Angus Sampson,Horreur,Horreur,Thriller,Aucun genre,2015,97.0,6.282,"['Horreur', 'Thriller', 'Aucun genre']"
Le Dernier Dragon,"Leroy Green, jeune karatéka, est rompu aux arts martiaux depuis sa plus tendre enfance. Aidé par son maître, il tente d'obtenir l'étoile des «sept dragons», emblème de la sagesse suprême.",/2omkUyQOGAzxCOT85CNDy5ODOCh.jpg,Michael Schultz,Taimak,Vanity,Christopher Murney,Action,Action,Aventure,Musique,1985,109.0,6.466,"['Action', 'Aventure', 'Musique']"
"Snatch, tu braques ou tu raques","Franky vient de voler un énorme diamant qu’il doit livrer à Avi, un mafieux new‐yorkais. En chemin, il fait escale à Londres où il se laisse convaincre par Boris de parier sur un combat de boxe clandestin. Il ignore, bien sûr, qu’il s’agit d’un coup monté avec Vinny et Sol, afin de le délester de son magnifique caillou. Turkish et Tommy, eux, ont un problème avec leur boxeur, un gitan complètement fêlé qui refuse de se coucher au quatrième round comme prévu. C’est au tour d’Avi de débarquer, bien décidé à récupérer son bien, avec l’aide de Tony, une légende de la gâchette.",/oCJSanfnNimhbrI6KMZqEXbE9IA.jpg,Guy Ritchie,Jason Statham,Brad Pitt,Stephen Graham,Crime,Crime,Comédie,Aucun genre,2000,103.0,7.82,"['Crime', 'Comédie', 'Aucun genre']"
Le Cobaye,"Jobe Smith, simple d'esprit et souffre-douleur de la ville, interesse vivement un de ses voisins, le docteur Angelo, genie de l'electronique, qui est l'inventeur d'un programme qui stimule l'intelligence des animaux.",/n4ASWl0ZJHPPYWS9L7TAas0W73q.jpg,Brett Leonard,Jeff Fahey,Pierce Brosnan,Jenny Wright,Science-Fiction,Science-Fiction,Horreur,Aucun genre,1992,108.0,5.63,"['Science-Fiction', 'Horreur', 'Aucun genre']"
Une nuit à New York,"Nick, qui est membre d'un obscur groupe de rock indépendant, vient de vivre une rupture difficile. De son côté, Norah a du mal à donner un sens à sa vie et à sa relation épisodique avec un musicien trop égoïste.Les deux jeunes gens n'ont rien en commun, sauf leurs goûts musicaux. Leur rencontre fortuite va les entraîner toute une nuit à New-York vers le lieu mystérieux où doit se produire leur groupe préféré. Au cours de cette nuit de surprises et d'aventures, ils vont découvrir qu'ils ont peut-être plus en commun que leur seul amour de la musique...",/cTWthrUFnWjZTlKtbLpyA6QowRy.jpg,Peter Sollett,Michael Cera,Kat Dennings,Aaron Yoo,Romance,Romance,Comédie,Musique,2008,89.0,6.44,"['Romance', 'Comédie', 'Musique']"
Dogma,"Bethany est chargée par Metatron, la voix de Dieu, d’une mission : empêcher Loki et Bartleby, deux anges renégats, de pénétrer dans une église consacrée du New Jersey. Leur retour au Paradis détruirait toute existence. Pour la seconder, elle est accompagnée par deux incroyables prophètes, un prétendu treizième apôtre et une muse céleste.",/bNrjfYFFOHgpRJs9K3Xrql8qD7D.jpg,Kevin Smith,Ben Affleck,Matt Damon,Linda Fiorentino,Fantastique,Fantastique,Comédie,Aventure,1999,130.0,6.925,"['Fantastique', 'Comédie', 'Aventure']"
Sex Fans des Sixties,"A la fin des années soixante, Suzette et Lavinia étaient les plus ardentes des groupies. Prêtes à tous les excès, elles étaient fermement décidées à tomber toutes les idoles de leur époque.  Trente ans se sont écoulés et celles qui se faisaient appeler les Banger Sisters se sont depuis longtemps perdues de vue. Lavinia est aujourd'hui une une femme ""rangée"" et conservatrice. Epouse d'un avocat influent, elle est la mère de deux charmantes adolescentes qu'elle mène à la baguette.  Suzette est, quant à elle, restée une rebelle dans l'âme. Elle officie chaque soir dans un bar du Sunset Strip. Une nuit, son patron la jette brutalement à la rue. Seule au monde, sans ressources, Suzette décide alors de se réfugier chez sa vieille amie Lavinia. Le choc sera rude mais salutaire pour l'une et l'autre des sex fans des sixties...",/pQ7XoEqroHcCQVKP9Xo8JpujuHU.jpg,Bob Dolman,Susan Sarandon,Goldie Hawn,Geoffrey Rush,Comédie,Comédie,Drame,Aucun genre,2002,98.0,5.611,"['Comédie', 'Drame', 'Aucun genre']"
"La Quatrième Dimension, le film",Quatre épisodes de La Quatrième dimension revisités par quatre grands cinéastes hollywoodiens...,/nqQZ4sDL3gG6zva002JYJOjeluE.jpg,"Joe Dante, John Landis, George Miller",Dan Aykroyd,Albert Brooks,Vic Morrow,Horreur,Horreur,Fantastique,Science-Fiction,1983,101.0,6.5,"['Horreur', 'Fantastique', 'Science-Fiction']"
Road House,"Dalton est un talentueux videur de boîte de nuit adepte des arts martiaux, bachelier en philosophie et formé par le vétéran du métier, Wade Garrett. Il prend un poste au Double Deuce, discothèque malfamée de Jasper City dans le Missouri, afin d'y rétablir l'ordre. Il se rapproche rapidement d'Elizabeth Clay, une jeune docteure, et s'oppose à Brad Wesley, qui fait régner la peur sur la ville.",/pSKPHhImp7PNY926GPhpsAQDcPd.jpg,Rowdy Herrington,Patrick Swayze,Kelly Lynch,Sam Elliott,Action,Action,Thriller,Aucun genre,1989,114.0,6.724,"['Action', 'Thriller', 'Aucun genre']"
A Low Down Dirty Shame,Synopsis non disponible,/v5XUfLrdoGfatObGXhqckYTNqFT.jpg,Keenen Ivory Wayans,Keenen Ivory Wayans,Charles S. Dutton,Jada Pinkett Smith,Comédie,Comédie,Crime,Action,1994,100.0,5.613,"['Comédie', 'Crime', 'Action']"
"Swimfan, la fille de la piscine","Madison Bell, une étudiante, succombe aux charmes de Ben Cronin, un champion de natation très populaire, qui ambitionne de participer aux Jeux Olympiques. Mais cette idylle amoureuse tourne bientôt à l'obsession passionnelle.",/sHSRRxzBeUtxMosSqpCcBiGnPYI.jpg,John Polson,Jesse Bradford,Erika Christensen,Shiri Appleby,Thriller,Thriller,Mystère,Romance,2002,85.0,5.2,"['Thriller', 'Mystère', 'Romance']"
Employés modèles,"Amy, une nouvelle employée, décide de sortir avec l'employé du mois ; Zack et Vince vont tout faire pour sortir avec la sublime Amy.",/fwlC1NgCmCK2XhyctPV2PUNwzgr.jpg,Greg Coolidge,Jessica Simpson,Dane Cook,Dax Shepard,Comédie,Comédie,Romance,Aucun genre,2006,103.0,5.615,"['Comédie', 'Romance', 'Aucun genre']"
Big Party,"À leur soirée de fin d'année, des étudiants se retrouvent pour une grande fête, parler de leur avenir et tenter de s'éloigner le plus possible de la vie sage et routinière qu'ils avaient été obligés de suivre jusqu'à présent.",/uKPEizMnk08r0adox1GD1N3Ml8i.jpg,"Harry Elfont, Deborah Kaplan",Jennifer Love Hewitt,Ethan Embry,Charlie Korsmo,Comédie,Comédie,Romance,Aucun genre,1998,96.0,6.21,"['Comédie', 'Romance', 'Aucun genre']"
Outsiders,"En 1966, dans la petite ville de Tulsa en Oklahoma. Ponyboy, Sodapop et Darrel appartiennent à la bande des Greasers, des jeunes délinquants issus des quartiers défavorisés. Leurs rivaux sont les Socs, des fils de bourgeois. Suite à une bagarre violente, Ponyboy et Johnny tentent d'échapper à la police.",/lR2mvwGITF1CzIRHLk3QVEMzEsG.jpg,Francis Ford Coppola,C. Thomas Howell,Matt Dillon,Ralph Macchio,Crime,Crime,Drame,Aucun genre,1983,91.0,7.2,"['Crime', 'Drame', 'Aucun genre']"
